Index,RTT (μs),CWND (B),Bytes In Flight (B)
915,674,40960,4356
916,674,40960,4509
917,674,40960,4533
918,674,40960,4627
919,674,40960,4720
920,682,40960,93
921,830,40960,0
922,830,40960,94
923,830,40960,191
924,757,40960,0
925,757,40960,33
926,757,40960,1474
927,757,40960,2915
928,757,40960,4146
929,757,40960,4170
930,727,40960,0
931,727,40960,96
932,727,40960,190
933,670,40960,0
934,670,40960,95
935,670,40960,189
936,623,40960,0
937,623,40960,33
938,623,40960,1474
939,623,40960,2915
940,623,40960,4002
941,623,40960,4026
942,599,40960,0
943,599,40960,96
944,599,40960,194
945,552,40960,98
946,552,40960,196
947,513,40960,0
948,513,40960,33
949,513,40960,1474
950,513,40960,2915
951,513,40960,4356
952,513,40960,4403
953,578,40960,0
954,578,40960,103
955,578,40960,199
956,531,40960,0
957,531,40960,96
958,531,40960,192
959,496,40960,0
960,496,40960,40
961,496,40960,1481
962,496,40960,2922
963,496,40960,4248
964,496,40960,4272
965,518,40960,0
966,518,40960,96
967,518,40960,192
968,480,40960,0
969,480,40960,33
970,480,40960,1474
971,480,40960,2915
972,480,40960,3872
973,546,40960,0
974,546,40960,96
975,546,40960,192
976,506,40960,0
977,506,40960,96
978,506,40960,192
979,477,40960,0
980,477,40960,33
981,477,40960,1474
982,477,40960,2915
983,477,40960,4356
984,477,40960,4448
985,477,40960,4472
986,491,40960,0
987,491,40960,96
988,491,40960,192
989,462,40960,0
990,462,40960,33
991,462,40960,1474
992,462,40960,2915
993,462,40960,4352
994,462,40960,4376
995,462,40960,4472
996,433,40960,0
997,433,40960,96
998,416,40960,0
999,416,40960,96
1000,416,40960,192
1001,398,40960,0
1002,398,40960,96
1003,380,40960,0
1004,380,40960,33
1005,380,40960,1474
1006,380,40960,2915
1007,380,40960,4356
1008,380,40960,4456
1009,380,40960,4480
1010,456,40960,0
1011,456,40960,96
1012,456,40960,192
1013,429,40960,0
1014,429,40960,96
1015,429,40960,192
1016,405,40960,96
1017,391,40960,0
1018,391,40960,33
1019,391,40960,1474
1020,391,40960,2915
1021,391,40960,4084
1022,391,40960,4108
1023,428,40960,0
1024,428,40960,96
1025,428,40960,192
1026,401,40960,0
1027,401,40960,33
1028,401,40960,1474
1029,401,40960,2915
1030,401,40960,4108
1031,401,40960,4132
1032,477,40960,0
1033,477,40960,95
1034,477,40960,190
1035,449,40960,0
1036,449,40960,95
1037,449,40960,190
1038,437,40960,0
1039,437,40960,40
1040,437,40960,1481
1041,437,40960,2922
1042,437,40960,4363
1043,437,40960,4456
1044,437,40960,4480
1045,450,40960,0
1046,450,40960,95
1047,450,40960,190
1048,420,40960,0
