Index,RTT (μs),CWND (B),Bytes In Flight (B)
1139,902,40960,0
1140,902,40960,32
1141,902,40960,1473
1142,902,40960,2914
1143,902,40960,4017
1144,902,40960,4041
1145,902,40960,4137
1146,828,40960,0
1147,828,40960,99
1148,946,40960,0
1149,946,40960,95
1150,946,40960,190
1151,913,40960,0
1152,913,40960,32
1153,913,40960,1473
1154,913,40960,2914
1155,913,40960,3947
1156,913,40960,3971
1157,890,40960,0
1158,890,40960,95
1159,890,40960,190
1160,866,40960,0
1161,866,40960,32
1162,866,40960,1473
1163,866,40960,2914
1164,866,40960,3806
1165,866,40960,3901
1166,833,40960,0
1167,833,40960,95
1168,976,40960,0
1169,976,40960,95
1170,976,40960,190
1171,939,40960,0
1172,939,40960,95
1173,864,40960,0
1174,864,40960,33
1175,864,40960,1474
1176,864,40960,2915
1177,864,40960,3604
1178,864,40960,3628
1179,850,40960,0
1180,850,40960,95
1181,850,40960,190
1182,798,40960,0
1183,798,40960,93
1184,908,40960,0
1185,908,40960,95
1186,1009,40960,0
1187,1009,40960,40
1188,1009,40960,1481
1189,1009,40960,2922
1190,1009,40960,3669
1191,1009,40960,3693
1192,955,40960,0
1193,955,40960,96
1194,955,40960,190
1195,921,40960,0
1196,921,40960,33
1197,921,40960,1474
1198,921,40960,2915
1199,921,40960,3800
1200,892,40960,0
1201,892,40960,97
1202,892,40960,192
1203,844,40960,0
1204,844,40960,95
1205,844,40960,189
1206,778,40960,0
1207,778,40960,33
1208,778,40960,1474
1209,778,40960,2915
1210,778,40960,3949
1211,778,40960,3973
1212,759,40960,0
1213,759,40960,97
1214,759,40960,193
1215,739,40960,0
1216,739,40960,33
1217,739,40960,1474
1218,739,40960,2915
1219,739,40960,3742
1220,739,40960,3766
1221,721,40960,0
1222,721,40960,95
1223,721,40960,189
1224,888,40960,94
1225,888,40960,188
1226,844,40960,0
1227,844,40960,97
1228,844,40960,193
1229,834,40960,0
1230,834,40960,33
1231,834,40960,1474
1232,834,40960,2915
1233,834,40960,3795
1234,834,40960,3819
1235,800,40960,0
1236,800,40960,96
1237,800,40960,189
1238,784,40960,0
1239,784,40960,33
1240,784,40960,1474
1241,784,40960,2915
1242,784,40960,3718
1243,784,40960,3742
1244,784,40960,3835
1245,764,40960,0
1246,764,40960,101
1247,865,40960,0
1248,865,40960,98
1249,865,40960,194
1250,812,40960,0
1251,812,40960,33
1252,812,40960,1474
1253,812,40960,2915
1254,812,40960,3704
1255,767,40960,0
1256,767,40960,97
1257,767,40960,192
1258,735,40960,0
1259,735,40960,94
1260,735,40960,189
1261,683,40960,0
1262,683,40960,33
1263,683,40960,1474
1264,683,40960,2915
1265,683,40960,3694
1266,685,40960,0
1267,685,40960,93
1268,685,40960,187
1269,648,40960,0
1270,648,40960,33
1271,648,40960,1474
1272,648,40960,2915
1273,648,40960,3644
1274,648,40960,3668
1275,674,40960,0
1276,674,40960,95
1277,674,40960,190
1278,631,40960,0
1279,631,40960,96
1280,763,40960,0
1281,763,40960,97
1282,763,40960,191
1283,738,40960,0
1284,738,40960,33
1285,738,40960,1474
1286,738,40960,2915
1287,738,40960,3392
1288,738,40960,3416
1289,712,40960,0
1290,712,40960,95
1291,712,40960,189
1292,714,40960,0
1293,714,40960,33
1294,714,40960,1474
1295,714,40960,2915
1296,714,40960,3612
1297,714,40960,3636
1298,681,40960,0
1299,681,40960,95
1300,681,40960,191
1301,664,40960,0
1302,664,40960,95
1303,664,40960,190
1304,619,40960,0
1305,619,40960,33
1306,619,40960,1474
1307,619,40960,2915
1308,619,40960,3462
1309,628,40960,0
1310,628,40960,96
1311,628,40960,191
1312,640,40960,0
1313,640,40960,32
1314,640,40960,1473
1315,640,40960,2914
1316,640,40960,4355
1317,640,40960,4731
1318,640,40960,4755
1319,678,40960,0
1320,678,40960,96
1321,634,40960,0
1322,634,40960,101
1323,592,40960,0
1324,592,40960,97
1325,592,40960,189
1326,599,40960,0
1327,599,40960,91
1328,775,40960,0
1329,775,40960,32
1330,775,40960,1473
1331,775,40960,2914
1332,775,40960,4355
1333,775,40960,5796
1334,775,40960,7072
1335,751,40960,0
1336,751,40960,92
1337,751,40960,187
1338,723,40960,0
1339,723,40960,32
1340,723,40960,1473
1341,723,40960,2914
1342,723,40960,3421
1343,723,40960,3445
1344,723,40960,3540
1345,719,40960,0
1346,719,40960,95
1347,668,40960,0
1348,668,40960,95
1349,668,40960,190
1350,673,40960,0
